totalClients, totalMessages, totalMessagesLost, lossRate
1, 1000, 57, 5.7
1, 10000, 1532, 15.32
1, 50000, 10533, 21.066
1, 100000, 15409, 15.409
1, 250000, 50368, 20.1472
1, 500000, 137740, 27.548
1, 750000, 156604, 20.8805
1, 1e+06, 216089, 21.6089
1, 2e+06, 438005, 21.9002
1, 4e+06, 802237, 20.0559
